food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
ASC141,Fettuccine with spinach sauce,asc_manual,540.00,129.21,12.19,3.10,7.83,1.18,0.77,2898.78,3757.31,628.94,10.29,53.67,64.04,34.19,153.59,247.35,1.28,0.10,3.86,0.01,0.46,0.01,0.43,45.57,0.69,0.15,0.00,94.43,0.00,48.13,0.08,0.05,0.61,0.22,0.08,1.64,48.13,10.80,2774.57,plate,1917.72,458.85,43.29,11.02,27.80,4.20,2.75,10294.45,13343.35,2233.55,36.54,190.59,227.42,121.43,545.45,878.42,4.55,0.36,13.71,0.03,1.65,0.05,1.53,161.84,2.44,0.53,0.00,335.35,0.00,170.92,0.27,0.19,2.17,0.78,0.28,5.83,170.92,38.37,9853.32
ASC142,Naan,asc_manual,1197.80,286.45,51.75,8.05,4.99,5.59,1.91,2749.48,1219.12,438.43,10.15,88.01,245.77,27.53,326.11,166.24,1.29,0.13,0.47,0.00,0.45,0.08,0.80,39.97,0.20,4.36,0.00,1.57,0.00,14.22,0.11,0.10,0.57,0.58,0.07,1.04,14.22,0.43,238.35,naan,636.83,152.30,27.52,4.28,2.65,2.97,1.02,1461.81,648.17,233.10,5.40,46.79,130.67,14.64,173.38,88.38,0.69,0.07,0.25,0.00,0.24,0.04,0.42,21.25,0.10,2.32,0.00,0.83,0.00,7.56,0.06,0.05,0.30,0.31,0.04,0.55,7.56,0.23,126.72
ASC143,Bhatura,asc_manual,3265.00,793.20,10.73,1.63,82.56,0.69,0.38,9971.81,16934.05,52234.33,0.38,12.12,39.05,4.89,28.30,30.07,0.33,0.03,0.07,0.00,0.09,0.00,0.15,0.96,40.58,0.92,0.00,5.33,0.00,2.85,0.02,0.02,0.11,0.12,0.01,0.17,2.85,0.03,37.82,bhatura,4752.62,1154.61,15.62,2.37,120.18,1.01,0.55,14515.21,24649.63,76033.60,0.55,17.64,56.85,7.12,41.20,43.77,0.48,0.05,0.10,0.00,0.13,0.00,0.22,1.40,59.08,1.35,0.00,7.76,0.00,4.15,0.03,0.03,0.16,0.17,0.02,0.25,4.15,0.05,55.05
ASC144,Idli,asc_manual,575.46,137.54,28.18,4.64,0.33,0.28,2.31,72.42,44.49,138.65,0.00,8.00,79.30,25.44,100.83,158.13,0.68,0.14,2.75,0.00,0.38,0.05,0.62,0.00,0.04,0.84,0.00,1.28,0.00,11.77,0.07,0.03,0.93,0.46,0.09,0.17,11.77,0.00,41.87,idli,144.23,34.47,7.06,1.16,0.08,0.07,0.58,18.15,11.15,34.75,0.00,2.01,19.88,6.38,25.27,39.63,0.17,0.04,0.69,0.00,0.10,0.01,0.16,0.00,0.01,0.21,0.00,0.32,0.00,2.95,0.02,0.01,0.23,0.11,0.02,0.04,2.95,0.00,10.49
ASC146,Masala dosa,asc_manual,683.80,164.58,19.57,3.29,7.84,1.33,2.52,964.81,1609.59,4867.08,0.00,15.58,62.57,26.62,191.28,271.77,0.79,0.13,2.34,0.00,0.31,0.10,0.50,0.00,3.71,1.48,0.00,5.96,0.00,17.05,0.06,0.03,0.84,0.39,0.09,0.90,17.05,6.75,1008.09,dosa,1433.68,345.08,41.02,6.89,16.44,2.78,5.29,2022.87,3374.76,10204.56,0.00,32.67,131.19,55.82,401.04,569.81,1.65,0.27,4.90,0.01,0.66,0.20,1.04,0.00,7.77,3.10,0.00,12.49,0.00,35.76,0.13,0.06,1.76,0.83,0.20,1.89,35.76,14.14,2113.61
ASC147,Semolina dosa (Suji/Rava dosa),asc_manual,947.56,227.05,32.84,7.30,7.12,4.37,4.04,1502.63,1512.93,3665.51,4.59,116.04,196.56,28.14,202.36,254.06,1.39,0.19,4.94,0.00,0.78,0.05,1.16,11.68,2.81,5.03,0.00,5.41,0.00,21.61,0.14,0.14,0.58,0.55,0.11,1.50,21.61,3.11,457.81,dosa,695.65,166.69,24.11,5.36,5.22,3.21,2.97,1103.16,1110.71,2691.03,3.37,85.19,144.30,20.66,148.56,186.52,1.02,0.14,3.62,0.00,0.57,0.04,0.85,8.57,2.06,3.69,0.00,3.97,0.00,15.86,0.10,0.10,0.43,0.40,0.08,1.10,15.86,2.28,336.10
ASC148,Onion tomato uttapam,asc_manual,1903.54,462.02,11.32,1.91,45.30,0.80,1.26,5458.22,9283.93,28671.18,0.00,5.82,33.48,12.35,143.53,90.20,0.36,0.07,1.03,0.00,0.17,0.04,0.27,0.00,22.28,1.45,0.00,5.99,0.00,8.37,0.03,0.01,0.42,0.21,0.05,0.40,8.37,3.43,554.36,uttapam,2654.63,644.32,15.78,2.66,63.18,1.11,1.76,7611.89,12947.14,39984.11,0.00,8.11,46.70,17.22,200.16,125.80,0.51,0.10,1.43,0.00,0.24,0.05,0.38,0.00,31.07,2.02,0.00,8.35,0.00,11.68,0.05,0.02,0.58,0.29,0.07,0.56,11.68,4.78,773.10
ASC149,Paneer kaathi roll,asc_manual,1186.30,285.94,20.10,6.92,19.55,3.29,2.40,3708.31,4319.96,10424.25,30.84,101.66,131.60,29.55,221.03,130.50,1.42,0.13,14.56,0.02,0.57,0.02,1.09,16.69,8.14,2.52,0.07,4.61,1.23,36.43,0.09,0.07,0.56,0.44,0.09,6.02,36.43,12.59,384.66,kaathi roll,1759.70,424.15,29.82,10.26,29.01,4.89,3.57,5500.73,6408.01,15462.81,45.75,150.80,195.21,43.84,327.87,193.58,2.10,0.19,21.60,0.03,0.84,0.03,1.62,24.75,12.08,3.73,0.10,6.84,1.83,54.04,0.13,0.11,0.83,0.65,0.14,8.92,54.04,18.67,570.59
ASC150,Makki ki roti,asc_manual,1094.52,263.97,24.19,3.49,16.85,0.70,5.19,9436.69,4332.02,1297.37,39.07,14.76,102.02,53.51,236.22,152.79,1.11,0.16,3.08,0.00,0.26,0.03,0.83,146.44,1.04,11.86,0.00,1.18,0.00,12.61,0.12,0.03,0.98,0.14,0.13,0.46,12.61,2.34,612.31,roti,930.34,224.37,20.56,2.97,14.32,0.59,4.41,8021.19,3682.21,1102.76,33.21,12.55,86.71,45.49,200.79,129.88,0.95,0.14,2.62,0.00,0.22,0.02,0.70,124.47,0.89,10.09,0.00,1.00,0.00,10.72,0.10,0.03,0.84,0.12,0.11,0.39,10.72,1.99,520.47
ASC151,Washed moong dal (Dhuli moong ki dal),asc_manual,208.28,50.00,5.91,2.68,1.68,0.12,1.17,208.54,321.64,997.66,0.00,8.48,47.49,19.19,150.64,151.48,0.64,0.11,5.45,0.00,0.14,0.08,0.30,0.00,0.74,0.28,0.00,1.47,0.00,10.10,0.04,0.02,0.23,0.18,0.03,0.07,10.10,0.02,101.53,bowl,576.94,138.51,16.36,7.42,4.66,0.33,3.24,577.66,890.94,2763.51,0.00,23.49,131.55,53.17,417.27,419.59,1.77,0.31,15.09,0.00,0.39,0.22,0.82,0.00,2.06,0.77,0.00,4.06,0.00,27.98,0.11,0.04,0.64,0.51,0.07,0.20,27.98,0.04,281.25
ASC152,Washed urad dal (Dhuli urad ki dal),asc_manual,254.82,61.32,5.84,2.51,2.98,0.32,1.53,366.21,595.72,1820.16,0.00,10.24,42.13,21.32,142.21,143.16,0.72,0.08,2.46,0.00,0.25,0.04,0.35,0.00,1.36,1.00,0.00,2.04,0.00,10.27,0.03,0.01,0.23,0.32,0.03,0.19,10.27,0.33,69.13,bowl,754.28,181.52,17.29,7.43,8.82,0.95,4.52,1084.00,1763.32,5387.67,0.00,30.30,124.70,63.09,420.95,423.74,2.13,0.23,7.28,0.01,0.75,0.12,1.03,0.00,4.03,2.96,0.00,6.04,0.00,30.40,0.07,0.04,0.68,0.93,0.10,0.57,30.40,0.99,204.61
ASC153,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),asc_manual,304.63,73.25,7.10,2.79,3.60,1.05,2.72,425.79,710.88,2148.68,0.00,14.33,46.19,21.16,149.47,183.95,0.99,0.12,5.86,0.00,0.34,0.04,0.50,0.00,1.48,1.84,0.00,4.86,0.00,32.43,0.06,0.02,0.36,0.33,0.05,0.97,32.43,5.45,803.01,bowl,849.39,204.25,19.80,7.78,10.05,2.92,7.59,1187.22,1982.16,5991.16,0.00,39.97,128.78,58.99,416.76,512.90,2.75,0.34,16.33,0.01,0.95,0.12,1.39,0.00,4.13,5.12,0.00,13.56,0.00,90.42,0.15,0.07,0.99,0.93,0.15,2.71,90.42,15.20,2239.02
ASC154,Dry washed urad,asc_manual,520.00,124.71,15.66,6.85,3.50,0.73,4.06,444.24,671.86,2050.46,0.00,27.08,114.17,57.16,295.79,384.33,1.89,0.21,6.77,0.01,0.64,0.09,0.94,0.00,1.46,2.70,0.00,8.45,0.00,28.14,0.07,0.03,0.60,0.87,0.09,0.51,28.14,1.02,355.22,bowl,744.64,178.59,22.43,9.81,5.01,1.04,5.81,636.16,962.10,2936.26,0.00,38.78,163.50,81.85,423.58,550.36,2.70,0.30,9.69,0.01,0.92,0.13,1.34,0.00,2.09,3.87,0.00,12.10,0.00,40.30,0.10,0.05,0.87,1.24,0.12,0.73,40.30,1.46,508.67
ASC155,Mixed dal,asc_manual,257.36,61.93,5.79,2.51,3.10,0.34,1.62,371.54,624.55,1869.15,0.00,11.00,42.41,19.72,141.36,144.27,0.78,0.10,4.24,0.00,0.27,0.11,0.36,0.00,1.36,0.59,0.00,2.16,0.00,13.55,0.04,0.02,0.24,0.23,0.03,0.19,13.55,0.37,107.33,bowl,766.51,184.44,17.25,7.46,9.24,1.01,4.81,1106.56,1860.10,5566.90,0.00,32.75,126.30,58.73,421.03,429.68,2.33,0.29,12.62,0.01,0.80,0.33,1.07,0.00,4.05,1.77,0.00,6.43,0.00,40.35,0.11,0.05,0.71,0.68,0.10,0.57,40.35,1.10,319.65
ASC156,Whole moong (Moong ki dal),asc_manual,223.16,53.70,5.22,2.25,2.56,0.59,2.02,323.93,505.65,1579.20,0.00,13.58,37.07,22.53,123.86,149.16,0.68,0.11,2.08,0.00,0.21,0.07,0.29,0.00,1.22,1.73,0.00,4.99,0.00,16.17,0.05,0.03,0.30,0.22,0.05,0.39,16.17,3.22,754.66,bowl,763.94,183.83,17.87,7.70,8.78,2.01,6.91,1108.90,1730.98,5406.08,0.00,46.49,126.91,77.12,424.02,510.60,2.34,0.37,7.11,0.01,0.73,0.25,1.00,0.00,4.17,5.92,0.00,17.07,0.00,55.37,0.17,0.10,1.02,0.75,0.18,1.35,55.37,11.04,2583.42
ASC157,Whole masoor (Masoor ki dal),asc_manual,224.65,54.05,5.37,2.28,2.52,0.67,1.98,306.59,511.34,1549.67,0.00,12.20,29.01,12.74,123.72,112.96,0.95,0.10,4.97,0.00,0.26,0.11,0.35,0.00,1.21,3.00,0.00,4.34,0.00,14.07,0.05,0.02,0.33,0.19,0.06,0.42,14.07,3.22,759.04,bowl,769.04,185.05,18.40,7.80,8.62,2.29,6.79,1049.55,1750.47,5304.98,0.00,41.76,99.31,43.63,423.54,386.70,3.24,0.33,17.00,0.01,0.89,0.37,1.20,0.00,4.13,10.28,0.00,14.85,0.00,48.17,0.16,0.08,1.14,0.65,0.21,1.43,48.17,11.04,2598.42
ASC158,Whole moth (Moth ki dal),asc_manual,228.59,55.00,5.74,2.01,2.62,0.66,1.85,337.95,509.59,1599.97,0.00,18.98,37.86,23.14,125.08,164.84,0.95,0.08,1.68,0.00,0.22,0.04,0.23,0.00,1.26,2.31,0.00,5.87,0.00,34.05,0.05,0.01,0.27,0.16,0.04,0.46,34.05,3.22,731.26,bowl,782.54,188.27,19.65,6.87,8.96,2.25,6.33,1156.90,1744.49,5477.18,0.00,64.96,129.61,79.22,428.18,564.30,3.24,0.26,5.76,0.00,0.74,0.13,0.78,0.00,4.31,7.91,0.00,20.10,0.00,116.57,0.17,0.05,0.93,0.56,0.12,1.58,116.57,11.04,2503.32
ASC159,Whole urad (Urad ki dal),asc_manual,223.55,53.80,5.05,2.21,2.62,0.57,2.32,324.95,521.67,1601.57,0.00,13.07,36.56,21.91,126.12,141.57,0.78,0.09,2.51,0.00,0.28,0.05,0.33,0.00,1.22,2.85,0.00,4.65,0.00,15.21,0.04,0.02,0.27,0.39,0.07,0.38,15.21,3.03,672.16,bowl,758.57,182.54,17.13,7.51,8.90,1.92,7.87,1102.67,1770.20,5434.61,0.00,44.35,124.05,74.36,427.96,480.39,2.66,0.29,8.51,0.01,0.97,0.17,1.12,0.00,4.13,9.67,0.00,15.79,0.00,51.60,0.13,0.05,0.91,1.33,0.23,1.29,51.60,10.28,2280.84
ASC160,Moti mahal dal (Urad rajmah mix dal),asc_manual,428.47,103.13,8.74,3.93,5.66,1.70,3.38,1001.32,1157.90,3158.37,1.92,38.13,74.56,33.51,157.61,246.09,1.05,0.13,3.92,0.00,0.35,0.06,0.55,7.52,2.41,4.90,0.00,6.84,0.00,32.48,0.06,0.05,0.45,0.60,0.11,0.88,32.48,5.39,1117.93,bowl,1228.65,295.72,25.06,11.27,16.22,4.89,9.69,2871.29,3320.29,9056.62,5.50,109.33,213.79,96.08,451.96,705.65,3.02,0.38,11.23,0.01,1.01,0.16,1.59,21.55,6.91,14.05,0.00,19.61,0.00,93.14,0.18,0.15,1.29,1.72,0.30,2.53,93.14,15.45,3205.66
ASC161,Black channa curry/Bengal gram curry (Kale chane ki curry),asc_manual,585.35,140.68,14.11,5.67,6.61,2.36,7.99,773.59,1286.60,3881.21,0.00,53.87,87.47,55.36,358.63,388.59,2.43,0.27,10.43,0.01,0.95,0.11,1.04,0.00,3.02,5.83,0.00,17.61,0.00,72.87,0.12,0.08,0.90,0.77,0.17,1.36,72.87,12.62,3014.28,bowl,701.96,168.70,16.93,6.79,7.93,2.82,9.58,927.69,1542.89,4654.35,0.00,64.61,104.90,66.38,430.07,465.99,2.92,0.33,12.50,0.01,1.14,0.14,1.24,0.00,3.63,7.00,0.00,21.12,0.00,87.38,0.15,0.10,1.08,0.92,0.20,1.63,87.38,15.13,3614.73
ASC162,Chickpeas curry (Safed channa curry),asc_manual,680.17,163.43,19.98,6.10,6.84,4.78,4.73,811.11,1409.18,3979.53,0.00,30.61,83.72,35.09,357.99,334.30,1.82,0.23,0.11,0.00,1.31,0.06,0.88,0.00,2.80,5.35,0.00,19.33,0.00,153.92,0.15,0.07,0.76,0.57,0.21,1.13,153.92,13.62,2774.37,bowl,815.66,195.99,23.96,7.31,8.21,5.74,5.67,972.69,1689.89,4772.25,0.00,36.71,100.40,42.08,429.30,400.89,2.18,0.27,0.13,0.00,1.57,0.07,1.06,0.00,3.36,6.42,0.00,23.19,0.00,184.58,0.18,0.09,0.91,0.69,0.26,1.35,184.58,16.33,3327.03
ASC163,Lobia curry,asc_manual,620.13,148.99,17.88,6.06,5.62,2.51,4.57,731.06,1079.10,3434.16,0.00,36.80,113.74,68.62,355.41,465.14,2.21,0.26,6.10,0.01,0.65,0.15,1.05,0.00,2.77,5.58,0.00,17.52,0.00,72.37,0.11,0.04,0.79,0.54,0.16,2.12,72.37,12.62,2818.90,bowl,743.66,178.67,21.44,7.27,6.74,3.01,5.48,876.69,1294.06,4118.25,0.00,44.13,136.40,82.28,426.21,557.79,2.65,0.32,7.32,0.01,0.78,0.18,1.26,0.00,3.32,6.69,0.00,21.01,0.00,86.78,0.14,0.05,0.94,0.65,0.19,2.54,86.78,15.13,3380.43
ASC164,Soyabean curry,asc_manual,679.92,163.28,6.76,10.43,10.19,2.66,7.34,1411.26,2269.00,6066.17,0.00,65.13,144.26,62.61,352.69,563.45,2.79,0.26,4.33,0.01,0.84,0.19,1.06,0.00,2.93,22.81,0.00,28.64,0.00,86.63,0.19,0.08,0.95,0.67,0.19,1.32,86.63,12.62,2834.92,bowl,815.36,195.80,8.11,12.50,12.22,3.19,8.80,1692.39,2720.99,7274.55,0.00,78.11,173.00,75.08,422.95,675.69,3.35,0.31,5.19,0.01,1.01,0.23,1.27,0.00,3.51,27.36,0.00,34.35,0.00,103.88,0.22,0.09,1.13,0.80,0.23,1.58,103.88,15.13,3399.63
ASC165,Kidney bean curry (Rajmah curry),asc_manual,598.11,143.73,16.38,5.95,5.77,2.49,5.83,724.31,1085.92,3529.48,0.00,47.87,123.00,58.61,354.60,485.90,2.27,0.26,5.73,0.01,0.58,0.10,0.87,0.00,2.65,12.04,0.00,18.31,0.00,93.63,0.11,0.07,0.98,0.63,0.13,1.32,93.63,13.62,2790.14,bowl,717.26,172.36,19.64,7.14,6.92,2.98,6.99,868.59,1302.24,4232.55,0.00,57.41,147.50,70.28,425.24,582.69,2.72,0.31,6.87,0.01,0.70,0.13,1.04,0.00,3.18,14.44,0.00,21.96,0.00,112.28,0.13,0.08,1.18,0.76,0.16,1.58,112.28,16.33,3345.93
ASC167,Sambar,asc_manual,404.50,96.92,10.57,3.35,4.38,3.31,3.52,1886.49,544.73,1179.96,0.00,30.24,59.32,32.16,159.54,298.29,1.24,0.20,2.36,0.01,0.28,0.11,0.47,0.00,1.04,3.31,0.00,34.16,0.00,26.51,0.08,0.05,0.53,0.26,0.08,0.78,26.51,7.91,1606.20,bowl,1040.57,249.32,27.19,8.62,11.27,8.51,9.06,4853.00,1401.31,3035.44,0.00,77.79,152.60,82.74,410.41,767.36,3.18,0.52,6.07,0.02,0.73,0.28,1.20,0.00,2.67,8.51,0.00,87.87,0.00,68.19,0.21,0.12,1.36,0.68,0.20,2.02,68.19,20.35,4131.96
ASC168,Besan kadhi with pakodies,asc_manual,1661.22,403.35,3.56,1.64,42.59,0.88,0.81,5250.47,8747.40,26784.04,0.94,24.53,27.83,8.75,60.80,70.21,0.38,0.03,0.54,0.00,0.12,0.02,0.16,2.39,20.85,0.39,0.00,10.83,0.00,13.13,0.03,0.04,0.16,0.11,0.04,0.70,13.13,0.71,795.49,bowl,9747.76,2366.79,20.91,9.65,249.90,5.15,4.76,30808.96,51328.42,157164.73,5.50,143.95,163.28,51.35,356.79,411.98,2.25,0.17,3.17,0.01,0.72,0.11,0.95,14.00,122.32,2.27,0.00,63.55,0.00,77.03,0.18,0.22,0.95,0.64,0.22,4.08,77.03,4.17,4667.80
ASC169,Khatta channa,asc_manual,841.56,202.57,21.14,6.30,10.56,4.75,5.26,1251.06,2209.05,6291.16,0.00,40.77,86.54,38.76,513.32,344.78,1.94,0.25,0.20,0.00,1.53,0.04,0.93,0.00,4.57,6.31,0.00,18.99,0.00,155.50,0.15,0.08,0.75,0.57,0.22,1.04,155.50,13.30,2188.99,bowl,1321.75,318.15,33.20,9.89,16.59,7.46,8.26,1964.91,3469.53,9880.89,0.00,64.04,135.92,60.88,806.22,541.52,3.05,0.39,0.31,0.01,2.40,0.07,1.46,0.00,7.17,9.91,0.00,29.83,0.00,244.23,0.24,0.12,1.17,0.89,0.34,1.63,244.23,20.89,3438.03
ASC170,Sprouted moong dal chat,asc_manual,135.79,32.47,6.01,1.35,0.32,1.57,1.35,66.64,34.80,122.83,0.00,16.54,30.22,17.45,87.07,218.92,0.88,0.05,0.32,0.00,0.12,0.00,0.23,0.00,0.06,2.67,0.00,7.24,0.00,16.81,0.05,0.02,0.51,0.29,0.08,1.33,16.81,15.12,1275.90,plate,348.30,83.30,15.40,3.46,0.82,4.02,3.45,170.93,89.25,315.07,0.00,42.41,77.50,44.76,223.34,561.53,2.25,0.13,0.81,0.01,0.31,0.01,0.60,0.00,0.16,6.86,0.00,18.57,0.00,43.12,0.13,0.06,1.30,0.75,0.20,3.41,43.12,38.78,3272.69
ASC171,Potato cauliflower (Aloo gobhi),asc_manual,439.24,106.18,5.99,1.90,8.13,0.44,3.02,1022.19,1605.37,5068.74,0.00,22.87,44.46,25.22,254.76,378.78,1.07,0.07,0.50,0.01,0.36,0.04,0.31,0.00,3.83,1.05,0.00,13.78,0.00,31.83,0.04,0.05,0.55,0.48,0.12,1.88,31.83,34.77,321.87,bowl,771.97,186.61,10.53,3.33,14.28,0.77,5.30,1796.50,2821.43,8908.31,0.00,40.20,78.14,44.33,447.74,665.70,1.87,0.13,0.87,0.01,0.63,0.07,0.54,0.00,6.74,1.84,0.00,24.22,0.00,55.94,0.08,0.09,0.96,0.85,0.21,3.31,55.94,61.11,565.68
ASC172,Potato capsicum (Shimla mirch aloo),asc_manual,519.38,125.53,8.72,1.41,9.33,0.54,2.02,1146.87,1861.63,5844.49,0.00,16.45,35.27,22.01,277.92,364.15,0.86,0.09,0.45,0.01,0.32,0.05,0.25,0.00,4.49,0.61,0.00,15.09,0.00,26.40,0.05,0.02,0.79,0.28,0.12,2.30,26.40,53.90,1209.09,bowl,782.97,189.24,13.14,2.12,14.07,0.81,3.05,1728.91,2806.41,8810.56,0.00,24.79,53.17,33.18,418.97,548.95,1.30,0.13,0.68,0.01,0.48,0.07,0.38,0.00,6.77,0.92,0.00,22.75,0.00,39.80,0.08,0.03,1.19,0.43,0.18,3.47,39.80,81.26,1822.70
ASC173,Cabbage and peas (Pattagobhi aur matar),asc_manual,265.74,63.88,6.24,3.24,2.64,0.97,3.99,343.88,529.15,1635.28,0.00,45.50,40.40,28.59,253.73,255.50,1.10,0.10,1.16,0.00,0.46,0.05,0.48,0.00,1.31,4.29,0.00,86.08,0.00,45.68,0.10,0.04,0.59,0.37,0.15,2.16,45.68,32.99,772.20,bowl,441.78,106.21,10.37,5.39,4.40,1.61,6.63,571.70,879.71,2718.66,0.00,75.64,67.17,47.53,421.83,424.76,1.83,0.17,1.94,0.01,0.77,0.09,0.79,0.00,2.17,7.14,0.00,143.11,0.00,75.95,0.17,0.07,0.99,0.61,0.25,3.60,75.95,54.84,1283.79
ASC174,Carrot and fenugreek leaves (Gajar methi),asc_manual,257.01,61.92,4.17,2.10,3.81,2.11,4.43,516.93,674.71,2342.76,0.00,128.83,46.65,37.10,262.91,255.95,2.72,0.12,0.62,0.02,0.59,0.01,0.38,0.00,1.81,1.80,0.00,179.39,0.00,42.81,0.07,0.11,0.45,0.36,0.22,2.72,42.81,27.17,10000.72,bowl,490.25,118.11,7.96,4.00,7.26,4.02,8.45,986.04,1287.01,4468.81,0.00,245.74,88.99,70.77,501.51,488.22,5.18,0.24,1.19,0.03,1.13,0.02,0.72,0.00,3.46,3.44,0.00,342.19,0.00,81.67,0.13,0.20,0.85,0.69,0.42,5.19,81.67,51.83,19076.37
ASC175,Potato fenugreek (Aloo methi),asc_manual,559.22,135.15,8.47,2.25,10.04,0.54,2.93,1254.29,1981.55,6304.68,0.00,107.80,43.75,38.24,221.93,370.24,2.53,0.12,0.84,0.02,0.51,0.01,0.37,0.00,4.87,1.11,0.00,160.01,0.00,35.81,0.07,0.09,0.82,0.38,0.20,2.47,35.81,33.66,4850.61,bowl,1142.21,276.04,17.30,4.59,20.51,1.11,5.98,2561.89,4047.32,12877.31,0.00,220.17,89.35,78.11,453.29,756.22,5.17,0.25,1.72,0.03,1.04,0.02,0.75,0.00,9.95,2.27,0.00,326.81,0.00,73.14,0.15,0.18,1.67,0.77,0.41,5.04,73.14,68.76,9907.37
ASC177,Brinjal bhartha (Baingan ka bhartha),asc_manual,269.75,65.12,4.40,1.38,4.48,1.82,3.27,567.55,879.61,2773.15,0.00,17.85,29.98,20.02,132.15,222.05,0.48,0.10,0.06,0.00,0.23,0.01,0.23,0.00,2.13,2.68,0.00,15.39,0.00,28.37,0.05,0.08,0.50,0.28,0.08,1.70,28.37,7.38,1228.76,bowl,878.91,212.17,14.33,4.50,14.60,5.92,10.67,1849.24,2866.03,9035.75,0.00,58.17,97.68,65.23,430.59,723.52,1.57,0.33,0.18,0.01,0.76,0.03,0.73,0.00,6.95,8.74,0.00,50.15,0.00,92.42,0.17,0.25,1.62,0.90,0.26,5.53,92.42,24.05,4003.67
ASC178,Dry potato (Sookhe aloo),asc_manual,429.12,103.15,14.38,1.62,4.18,0.33,1.88,504.62,841.34,2550.76,0.00,17.20,45.21,26.89,199.99,531.41,0.83,0.10,0.73,0.00,0.18,0.03,0.31,0.00,1.92,0.21,0.00,2.92,0.00,14.85,0.06,0.01,1.03,0.36,0.10,1.28,14.85,21.96,244.02,bowl,453.80,109.08,15.20,1.71,4.42,0.35,1.98,533.64,889.72,2697.43,0.00,18.18,47.81,28.43,211.49,561.97,0.88,0.11,0.78,0.00,0.19,0.03,0.33,0.00,2.04,0.22,0.00,3.09,0.00,15.70,0.06,0.01,1.09,0.38,0.11,1.36,15.70,23.23,258.05
ASC179,Beans with coconut (Nariyal aur sem/phali; Beans thoran),asc_manual,547.25,131.63,4.39,2.62,11.39,2.06,5.59,4485.79,1551.24,3706.46,0.00,51.92,55.02,40.93,271.65,336.81,1.34,0.14,0.94,0.01,0.39,0.10,0.44,0.00,3.13,3.65,0.00,24.62,0.00,50.73,0.06,0.07,0.79,0.26,0.34,4.30,50.73,4.03,3596.73,bowl,818.36,196.84,6.57,3.92,17.04,3.08,8.35,6708.06,2319.72,5542.65,0.00,77.64,82.28,61.20,406.23,503.67,2.01,0.21,1.40,0.01,0.59,0.15,0.66,0.00,4.68,5.46,0.00,36.82,0.00,75.87,0.09,0.10,1.18,0.39,0.51,6.44,75.87,6.03,5378.54
ASC180,Cauliflower with coconut (Nariyal ke saath phoolgobhi),asc_manual,549.26,132.11,3.99,2.64,11.56,1.71,5.27,4519.36,1559.92,3760.63,0.00,35.37,55.98,32.97,286.06,344.84,1.33,0.13,1.25,0.01,0.37,0.09,0.40,0.00,3.08,3.29,0.00,24.08,0.00,40.01,0.05,0.08,0.48,0.50,0.14,1.99,40.01,34.63,2661.51,bowl,821.36,197.56,5.97,3.95,17.29,2.55,7.88,6758.26,2332.70,5623.65,0.00,52.90,83.71,49.30,427.77,515.67,1.99,0.19,1.87,0.01,0.55,0.13,0.60,0.00,4.61,4.93,0.00,36.01,0.00,59.84,0.08,0.12,0.72,0.74,0.20,2.98,59.84,51.79,3980.02
